User25287;Restaurant31;-1.84
User45110;Restaurant50;6.02
User53493;Restaurant19;4.17
User16630;Restaurant10;-4.47
User48335;Restaurant8;7.91
User9619;Restaurant90;1.36
User67625;Restaurant48;-9.66
User27976;Restaurant57;2.57
User10527;Restaurant17;3.3
User26355;Restaurant2;4.42
User12571;Restaurant18;4.03
User30307;Restaurant61;4.95
User17802;Restaurant71;6.02
User18767;Restaurant12;2.62
User36277;Restaurant69;3.06
User34746;Restaurant41;-0.29
User6985;Restaurant20;1.84
User14851;Restaurant15;-5.53
User32797;Restaurant42;2.09
User37056;Restaurant28;-3.3
User6350;Restaurant10;-0.19
User20166;Restaurant32;9.17
User70499;Restaurant5;0.1
User55150;Restaurant21;-1.94
User47916;Restaurant96;3.59
User15614;Restaurant74;-3.98
User3131;Restaurant87;3.25
User4789;Restaurant35;4.9
User12014;Restaurant65;8.93
User1897;Restaurant89;3.25
User38786;Restaurant8;-8.4
User17562;Restaurant100;1.65
User2809;Restaurant11;-0.39
User58641;Restaurant13;-1.17
User34659;Restaurant55;-1.7
User4463;Restaurant31;8.06
User6721;Restaurant18;-0.97
User2291;Restaurant5;-0.05
User34073;Restaurant94;-6.84
User53147;Restaurant20;-3.11
User40051;Restaurant36;-0.24
User25922;Restaurant40;9.37
User45831;Restaurant29;1.36
User16328;Restaurant16;-3.74
User13574;Restaurant50;3.93
User22001;Restaurant10;5.15
User4377;Restaurant28;-5.53
User20773;Restaurant66;-0.53
User28853;Restaurant11;-4.76
User46641;Restaurant45;8.54
User32742;Restaurant13;-2.77
User48216;Restaurant21;8.4
User41515;Restaurant38;-0.24
User10058;Restaurant15;-6.89
User5544;Restaurant19;-3.06
User29142;Restaurant22;-0.44
User56917;Restaurant36;-2.28
User2192;Restaurant93;0.39
User40716;Restaurant39;0.05
User18816;Restaurant27;4.51
User38578;Restaurant32;3.45
User44918;Restaurant6;8.45
User32873;Restaurant10;5.19
User14956;Restaurant28;1.5
User47535;Restaurant3;-5.73
User8879;Restaurant45;0.44
User66328;Restaurant68;4.37
User31734;Restaurant37;-2.43
User17919;Restaurant40;5.44
User45124;Restaurant7;4.9
User21894;Restaurant81;3.06
User35797;Restaurant85;-4.61
User34819;Restaurant32;9.17
User12701;Restaurant13;-1.84
User43603;Restaurant72;3.4
User14890;Restaurant90;-0.63
User45918;Restaurant18;0.87
User35854;Restaurant6;3.59
User22264;Restaurant69;-4.27
User59775;Restaurant49;3.88
User23467;Restaurant67;-4.08
User12622;Restaurant16;5.29
User16809;Restaurant23;-8.88
User32792;Restaurant91;5.24
User13250;Restaurant55;5.19
User22592;Restaurant4;5.49
User70453;Restaurant8;-6.17
User46452;Restaurant97;2.77
User21558;Restaurant16;-9.9
User69678;Restaurant16;2.86
User36837;Restaurant21;9.08
User26173;Restaurant12;1.46
User18135;Restaurant11;7.09
User27331;Restaurant33;-4.61
User34298;Restaurant47;1.5
User47048;Restaurant70;-7.43
User43439;Restaurant16;-4.08
User25396;Restaurant36;0.78
User31687;Restaurant20;-1.8
User53947;Restaurant19;-6.89
User33351;Restaurant37;-0.83
User29164;Restaurant22;0
User62201;Restaurant13;-8.35
User34461;Restaurant56;3.11
User72646;Restaurant91;-0.19
User14710;Restaurant9;-0.78
User47281;Restaurant48;6.84
User24901;Restaurant8;1.8
User69778;Restaurant8;0.58
User14046;Restaurant70;5.83
User44771;Restaurant79;-2.09
User67170;Restaurant18;0.58
User38055;Restaurant55;-4.9
User28634;Restaurant72;0.53
User59343;Restaurant84;1.31
User580;Restaurant36;-2.28
User31316;Restaurant49;-0.19
User69743;Restaurant62;2.43
User9431;Restaurant34;2.33
User18018;Restaurant54;1.6
User59604;Restaurant8;1.07
User8986;Restaurant60;1.84
User16399;Restaurant32;3.59
User26506;Restaurant65;-4.95
User28972;Restaurant56;-9.42
User42166;Restaurant94;-2.28
User18571;Restaurant95;-5.87
User4120;Restaurant11;7.18
